Team,Date,Opp,Rslt,plate_app,at_bats,runs_scored,hits,doubles,triples,HR,RBI,bases_on_balls,intentional_bb,strikeouts,hit_by_pitch,sac_hits,sac_flies,reached_on_error,double_plays,stolen_bases,caught_stealing,batting_avg,OBP,SLG,OPS,left_on_base,num_players_used,handedness_opp_pitcher,Opp. Starter (GmeSc),is_away,is_win,made_playoffs,roll_plate_app,roll_at_bats,roll_runs_scored,roll_hits,roll_doubles,roll_triples,roll_HR,roll_RBI,roll_bases_on_balls,roll_intentional_bb,roll_strikeouts,roll_hit_by_pitch,roll_sac_hits,roll_sac_flies,roll_reached_on_error,roll_double_plays,roll_stolen_bases,roll_caught_stealing,roll_batting_avg,roll_OBP,roll_SLG,roll_OPS,roll_left_on_base,roll_num_players_used,roll_is_win
Houston Astros,13-Apr,DET,"L,2-8",37,33,2,8,1,0,0,2,3,0,6,0,0,1,0,1,1,0,0.271,0.336,0.475,0.811,8,13,L,M.Boyd(61),0,0,1,36.333333333333336,33.333333333333336,2.3333333333333335,8.0,1.6666666666666667,0.3333333333333333,1.0,2.3333333333333335,2.0,0.0,6.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.27499999999999997,0.34,0.48900000000000005,0.8296666666666667,7.0,10.666666666666666,0.0
Houston Astros,14-Apr,DET,"L,4-6",41,35,4,8,1,0,1,4,6,0,6,0,0,0,1,1,0,0,0.268,0.336,0.464,0.801,10,10,R,M.Fulmer(54),0,0,1,38.0,33.666666666666664,2.6666666666666665,7.666666666666667,1.3333333333333333,0.0,1.0,2.6666666666666665,3.6666666666666665,0.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.27099999999999996,0.337,0.4776666666666667,0.8153333333333334,8.333333333333334,11.0,0.0
Houston Astros,16-Apr,SEA,"L,5-6",36,32,5,7,1,0,0,4,3,0,5,1,0,0,0,2,0,0,0.264,0.334,0.449,0.783,4,11,L,Y.Kikuchi(45),1,0,1,38.0,33.333333333333336,3.6666666666666665,7.666666666666667,1.0,0.0,0.3333333333333333,3.3333333333333335,4.0,0.0,5.666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.26766666666666666,0.3353333333333333,0.4626666666666666,0.7983333333333333,7.333333333333333,11.333333333333334,0.0
Houston Astros,17-Apr,SEA,"W,1-0",36,35,1,10,1,0,0,1,1,0,7,0,0,0,0,2,0,0,0.266,0.332,0.44,0.772,8,9,R,C.Flexen(51),1,1,1,37.666666666666664,34.0,3.3333333333333335,8.333333333333334,1.0,0.0,0.3333333333333333,3.0,3.3333333333333335,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.266,0.334,0.451,0.7853333333333333,7.333333333333333,10.0,0.3333333333333333
Houston Astros,18-Apr,SEA,"L,2-7",34,29,2,1,1,0,0,2,2,0,7,1,0,1,2,0,1,0,0.253,0.32,0.419,0.739,5,11,L,N.Margevicius(56),1,0,1,35.333333333333336,32.0,2.6666666666666665,6.0,1.0,0.0,0.0,2.3333333333333335,2.0,0.0,6.333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.26100000000000007,0.32866666666666666,0.436,0.7646666666666667,5.666666666666667,10.333333333333334,0.3333333333333333
Houston Astros,20-Apr,COL,"L,2-6",35,31,2,5,2,0,0,2,4,0,7,0,0,0,2,3,0,0,0.248,0.316,0.408,0.724,6,15,R,J.Gray(66),1,0,1,35.0,31.666666666666668,1.6666666666666667,5.333333333333333,1.3333333333333333,0.0,0.0,1.6666666666666667,2.3333333333333335,0.0,7.0,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.2556666666666667,0.32266666666666666,0.4223333333333333,0.745,6.333333333333333,11.666666666666666,0.3333333333333333
Houston Astros,21-Apr,COL,"L,3-6",34,32,3,5,0,0,1,3,2,0,7,0,0,0,0,0,0,0,0.243,0.311,0.399,0.71,4,12,L,A.Gomber(64),1,0,1,34.333333333333336,30.666666666666668,2.3333333333333335,3.6666666666666665,1.0,0.0,0.3333333333333333,2.3333333333333335,2.6666666666666665,0.0,7.0,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.0,0.248,0.3156666666666667,0.4086666666666667,0.7243333333333334,5.0,12.666666666666666,0.0
Houston Astros,22-Apr,LAA,"W,8-2",42,38,8,13,3,1,0,8,3,0,6,1,0,0,0,0,1,0,0.249,0.316,0.404,0.72,10,9,R,A.Cobb(29),0,1,1,37.0,33.666666666666664,4.333333333333333,7.666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,4.333333333333333,3.0,0.0,6.666666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.24666666666666667,0.3143333333333333,0.4036666666666667,0.718,6.666666666666667,12.0,0.3333333333333333
Houston Astros,23-Apr,LAA,"W,5-4",38,36,5,8,2,0,1,5,0,0,13,1,0,1,0,0,0,0,0.247,0.312,0.402,0.714,4,12,L,A.Heaney(75),0,1,1,38.0,35.333333333333336,5.333333333333333,8.666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,5.333333333333333,1.6666666666666667,0.0,8.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.24633333333333332,0.313,0.40166666666666667,0.7146666666666666,6.0,11.0,0.6666666666666666
Houston Astros,24-Apr,LAA,"W,16-2",48,42,16,18,7,1,3,14,5,1,7,1,0,0,1,2,0,0,0.258,0.324,0.429,0.753,8,11,R,G.Canning(22),0,1,1,42.666666666666664,38.666666666666664,9.666666666666666,13.0,4.0,0.6666666666666666,1.3333333333333333,9.0,2.6666666666666665,0.3333333333333333,8.666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.25133333333333335,0.31733333333333336,0.4116666666666667,0.729,7.333333333333333,10.666666666666666,1.0
Houston Astros,25-Apr,LAA,"L,2-4",34,29,2,4,1,0,1,2,2,0,11,3,0,0,0,2,0,0,0.253,0.321,0.423,0.744,5,9,R,D.Bundy(63),0,0,1,40.0,35.666666666666664,7.666666666666667,10.0,3.3333333333333335,0.3333333333333333,1.6666666666666667,7.0,2.3333333333333335,0.3333333333333333,10.333333333333334,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.25266666666666665,0.319,0.418,0.7370000000000001,5.666666666666667,10.666666666666666,0.6666666666666666
Houston Astros,26-Apr,SEA,"W,5-2",37,35,5,14,1,0,0,5,1,0,5,0,0,1,0,2,2,1,0.26,0.325,0.423,0.748,8,9,L,J.Sheffield(29),0,1,1,39.666666666666664,35.333333333333336,7.666666666666667,12.0,3.0,0.3333333333333333,1.3333333333333333,7.0,2.6666666666666665,0.3333333333333333,7.666666666666667,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.257,0.3233333333333333,0.425,0.7483333333333334,7.0,9.666666666666666,0.6666666666666666
Houston Astros,27-Apr,SEA,"W,2-0",32,28,2,6,3,0,0,2,3,0,5,0,0,1,0,1,0,0,0.259,0.323,0.42,0.743,6,9,L,M.Gonzales(55),0,1,1,34.333333333333336,30.666666666666668,3.0,8.0,1.6666666666666667,0.0,0.3333333333333333,3.0,2.0,0.0,7.0,1.0,0.0,0.6666666666666666,0.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.25733333333333336,0.323,0.422,0.745,6.333333333333333,9.0,0.6666666666666666
Houston Astros,28-Apr,SEA,"W,7-5",38,32,7,8,1,0,0,6,4,0,3,1,0,1,0,0,2,0,0.258,0.324,0.414,0.738,7,11,R,J.Dunn(49),0,1,1,35.666666666666664,31.666666666666668,4.666666666666667,9.333333333333334,1.6666666666666667,0.0,0.0,4.333333333333333,2.6666666666666665,0.0,4.333333333333333,0.3333333333333333,0.0,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,0.259,0.324,0.419,0.743,7.0,9.666666666666666,1.0
Houston Astros,29-Apr,SEA,"L,0-1",30,28,0,2,1,0,0,0,2,0,8,0,0,0,0,1,0,0,0.252,0.318,0.404,0.722,3,11,L,Y.Kikuchi(80),0,0,1,33.333333333333336,29.333333333333332,3.0,5.333333333333333,1.6666666666666667,0.0,0.0,2.6666666666666665,3.0,0.0,5.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.25633333333333336,0.3216666666666667,0.4126666666666667,0.7343333333333333,5.333333333333333,10.333333333333334,0.6666666666666666
Houston Astros,30-Apr,TBR,"W,9-2",45,41,9,15,3,1,1,9,3,0,9,0,0,1,0,0,0,0,0.257,0.322,0.411,0.733,9,10,L,R.Yarbrough(38),1,1,1,37.666666666666664,33.666666666666664,5.333333333333333,8.333333333333334,1.6666666666666667,0.3333333333333333,0.3333333333333333,5.0,3.0,0.0,6.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25566666666666665,0.32133333333333336,0.4096666666666667,0.731,6.333333333333333,10.666666666666666,0.6666666666666666
Houston Astros,1-May,TBR,"W,3-1",35,30,3,4,1,0,0,3,5,1,5,0,0,0,0,1,0,0,0.253,0.32,0.403,0.723,5,9,L,J.Fleming(53),1,1,1,36.666666666666664,33.0,4.0,7.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,4.0,3.3333333333333335,0.3333333333333333,7.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.254,0.32,0.40599999999999997,0.726,5.666666666666667,10.0,0.6666666666666666
Houston Astros,2-May,TBR,"L,4-5",37,34,4,8,3,0,1,4,2,1,10,0,0,1,0,0,0,0,0.253,0.318,0.404,0.722,6,10,L,R.Hill(60),1,0,1,39.0,35.0,5.333333333333333,9.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,5.333333333333333,3.3333333333333335,0.6666666666666666,8.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.25433333333333336,0.32,0.40599999999999997,0.726,6.666666666666667,9.666666666666666,0.6666666666666666
Houston Astros,4-May,NYY,"L,3-7",33,32,3,8,1,0,2,3,1,0,10,0,0,0,0,2,0,1,0.253,0.317,0.406,0.722,3,10,R,D.German(52),1,0,1,35.0,32.0,3.3333333333333335,6.666666666666667,1.6666666666666667,0.0,1.0,3.3333333333333335,2.6666666666666665,0.6666666666666666,8.333333333333334,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.253,0.31833333333333336,0.4043333333333334,0.7223333333333333,4.666666666666667,9.666666666666666,0.3333333333333333
Houston Astros,5-May,NYY,"L,3-6",33,32,3,8,2,0,0,3,1,0,8,0,0,0,0,2,0,0,0.252,0.315,0.403,0.718,3,10,L,J.Montgomery(48),1,0,1,34.333333333333336,32.666666666666664,3.3333333333333335,8.0,2.0,0.0,1.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,9.333333333333334,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.3333333333333333,0.25266666666666665,0.31666666666666665,0.4043333333333334,0.7206666666666667,4.0,10.0,0.0
Houston Astros,6-May,NYY,"W,7-4",37,35,7,10,0,0,4,7,2,0,6,0,0,0,0,2,0,0,0.254,0.316,0.41,0.726,3,11,R,G.Cole(63),1,1,1,34.333333333333336,33.0,4.333333333333333,8.666666666666666,1.0,0.0,2.0,4.333333333333333,1.3333333333333333,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.253,0.316,0.4063333333333334,0.722,3.0,10.333333333333334,0.3333333333333333
Houston Astros,7-May,TOR,"W,10-4",42,36,10,15,3,0,2,10,5,0,5,0,0,1,0,1,0,0,0.259,0.321,0.419,0.74,8,11,R,R.Stripling(37),0,1,1,37.333333333333336,34.333333333333336,6.666666666666667,11.0,1.6666666666666667,0.0,2.0,6.666666666666667,2.6666666666666665,0.0,6.333333333333333,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.255,0.31733333333333336,0.4106666666666667,0.7280000000000001,4.666666666666667,10.666666666666666,0.6666666666666666
Houston Astros,8-May,TOR,"L,4-8",36,36,4,9,3,0,1,4,0,0,7,0,0,0,0,0,0,0,0.259,0.319,0.419,0.738,5,9,L,S.Matz(43),0,0,1,38.333333333333336,35.666666666666664,7.0,11.333333333333334,2.0,0.0,2.3333333333333335,7.0,2.3333333333333335,0.0,6.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.25733333333333336,0.31866666666666665,0.4159999999999999,0.7346666666666667,5.333333333333333,10.333333333333334,0.6666666666666666
Houston Astros,9-May,TOR,"W,7-4",39,31,7,9,2,1,2,7,7,0,5,1,0,0,0,0,0,1,0.26,0.323,0.424,0.747,8,9,R,N.Pearson(32),0,1,1,39.0,34.333333333333336,7.0,11.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,7.0,4.0,0.0,5.666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25933333333333336,0.321,0.4206666666666667,0.7416666666666667,7.0,9.666666666666666,0.6666666666666666
Houston Astros,10-May,LAA,"L,4-5",42,36,4,10,6,0,0,4,6,0,6,0,0,0,0,1,0,0,0.26,0.325,0.424,0.749,11,9,R,J.Guerra(35),0,0,1,39.0,34.333333333333336,5.0,9.333333333333334,3.6666666666666665,0.3333333333333333,1.0,5.0,4.333333333333333,0.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25966666666666666,0.32233333333333336,0.4223333333333333,0.7446666666666667,8.0,9.0,0.3333333333333333
Houston Astros,11-May,LAA,"W,5-1",35,32,5,8,0,0,2,5,3,0,10,0,0,0,0,0,0,0,0.26,0.324,0.425,0.749,6,9,R,S.Ohtani(74),0,1,1,38.666666666666664,33.0,5.333333333333333,9.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,5.333333333333333,5.333333333333333,0.0,7.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.26,0.324,0.4243333333333333,0.7483333333333334,8.333333333333334,9.0,0.6666666666666666
Houston Astros,12-May,LAA,"W,9-1",37,36,9,12,0,0,5,9,1,0,7,0,0,0,0,0,0,0,0.262,0.325,0.434,0.759,4,10,L,A.Heaney(35),0,1,1,38.0,34.666666666666664,6.0,10.0,2.0,0.0,2.3333333333333335,6.0,3.3333333333333335,0.0,7.666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.26066666666666666,0.32466666666666666,0.42766666666666664,0.7523333333333334,7.0,9.333333333333334,0.6666666666666666
Houston Astros,13-May,TEX,"W,4-3",48,39,4,11,4,0,0,3,7,4,8,0,2,0,0,0,0,0,0.263,0.327,0.433,0.76,12,10,R,M.Foltynewicz(39),0,1,1,40.0,35.666666666666664,6.0,10.333333333333334,1.3333333333333333,0.0,2.3333333333333335,5.666666666666667,3.6666666666666665,1.3333333333333333,8.333333333333334,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.26166666666666666,0.32533333333333336,0.4306666666666667,0.7559999999999999,7.333333333333333,9.666666666666666,1.0
Houston Astros,14-May,TEX,"W,10-4",42,33,10,10,0,0,1,8,8,0,3,0,0,1,1,1,0,0,0.264,0.33,0.432,0.762,8,11,L,W.Benjamin(36),0,1,1,42.333333333333336,36.0,7.666666666666667,11.0,1.3333333333333333,0.0,2.0,6.666666666666667,5.333333333333333,1.3333333333333333,6.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.263,0.3273333333333333,0.433,0.7603333333333334,8.0,10.333333333333334,1.0
Houston Astros,15-May,TEX,"W,6-5",41,35,6,12,2,0,2,6,6,0,7,0,0,0,0,1,0,0,0.266,0.333,0.435,0.768,11,10,R,D.Dunning(32),0,1,1,43.666666666666664,35.666666666666664,6.666666666666667,11.0,2.0,0.0,1.0,5.666666666666667,7.0,1.3333333333333333,6.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.26433333333333336,0.33,0.43333333333333335,0.7633333333333333,10.333333333333334,10.333333333333334,1.0
Houston Astros,16-May,TEX,"W,6-2",36,32,6,9,0,0,0,6,3,0,4,0,0,1,1,1,0,0,0.266,0.333,0.432,0.765,6,9,R,K.Gibson(62),0,1,1,39.666666666666664,33.333333333333336,7.333333333333333,10.333333333333334,0.6666666666666666,0.0,1.0,6.666666666666667,5.666666666666667,0.0,4.666666666666667,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.26533333333333337,0.332,0.433,0.765,8.333333333333334,10.0,1.0
Houston Astros,18-May,OAK,"L,5-6",38,37,5,13,3,0,1,5,0,0,6,0,0,1,0,2,0,0,0.268,0.333,0.434,0.767,6,10,L,S.Manaea(43),1,0,1,38.333333333333336,34.666666666666664,5.666666666666667,11.333333333333334,1.6666666666666667,0.0,1.0,5.666666666666667,3.0,0.0,5.666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.0,0.26666666666666666,0.333,0.43366666666666664,0.7666666666666666,7.666666666666667,9.666666666666666,0.6666666666666666
Houston Astros,19-May,OAK,"W,8-1",46,41,8,15,2,0,1,8,5,0,8,0,0,0,0,1,0,0,0.271,0.336,0.435,0.771,11,12,R,F.Montas(49),1,1,1,40.0,36.666666666666664,6.333333333333333,12.333333333333334,1.6666666666666667,0.0,0.6666666666666666,6.333333333333333,2.6666666666666665,0.0,6.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.0,0.26833333333333337,0.334,0.43366666666666664,0.7676666666666666,7.666666666666667,10.333333333333334,0.6666666666666666
Houston Astros,20-May,OAK,"W,8-4",42,40,8,14,4,0,1,8,2,0,4,0,0,0,0,1,0,0,0.273,0.337,0.438,0.775,7,9,L,C.Irvin(30),1,1,1,42.0,39.333333333333336,7.0,14.0,3.0,0.0,1.0,7.0,2.3333333333333335,0.0,6.0,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.27066666666666667,0.3353333333333334,0.43566666666666665,0.771,8.0,10.333333333333334,0.6666666666666666
Houston Astros,21-May,TEX,"L,5-7",48,43,5,12,3,0,0,4,4,0,7,1,0,0,1,0,1,0,0.273,0.338,0.435,0.773,13,10,R,K.Gibson(62),1,0,1,45.333333333333336,41.333333333333336,7.0,13.666666666666666,3.0,0.0,0.6666666666666666,6.666666666666667,3.6666666666666665,0.0,6.333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.27233333333333337,0.337,0.436,0.773,10.333333333333334,10.333333333333334,0.6666666666666666
Houston Astros,22-May,TEX,"L,4-8",39,34,4,8,0,0,1,4,4,0,4,0,0,1,0,0,0,0,0.272,0.337,0.433,0.77,8,9,R,J.Lyles(42),1,0,1,43.0,39.0,5.666666666666667,11.333333333333334,2.3333333333333335,0.0,0.6666666666666666,5.333333333333333,3.3333333333333335,0.0,5.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.27266666666666667,0.3373333333333333,0.43533333333333335,0.7726666666666667,9.333333333333334,9.333333333333334,0.3333333333333333
Houston Astros,23-May,TEX,"L,2-3",40,37,2,7,0,0,0,1,3,1,7,0,0,0,1,0,1,0,0.27,0.335,0.427,0.762,8,12,R,M.Foltynewicz(71),1,0,1,42.333333333333336,38.0,3.6666666666666665,9.0,1.0,0.0,0.3333333333333333,3.0,3.6666666666666665,0.3333333333333333,6.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.27166666666666667,0.33666666666666667,0.43166666666666664,0.7683333333333334,9.666666666666666,10.333333333333334,0.0
Houston Astros,25-May,LAD,"L,2-9",33,33,2,6,1,0,1,1,0,0,8,0,0,0,1,1,0,0,0.269,0.332,0.425,0.757,4,9,L,C.Kershaw(73),0,0,1,37.333333333333336,34.666666666666664,2.6666666666666665,7.0,0.3333333333333333,0.0,0.6666666666666666,2.0,2.3333333333333335,0.3333333333333333,6.333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.27033333333333337,0.33466666666666667,0.4283333333333333,0.763,6.666666666666667,10.0,0.0
Houston Astros,26-May,LAD,"W,5-2",36,31,5,8,0,0,3,5,4,0,3,1,0,0,1,1,1,1,0.268,0.333,0.427,0.76,7,9,R,T.Bauer(55),0,1,1,36.333333333333336,33.666666666666664,3.0,7.0,0.3333333333333333,0.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.3333333333333333,6.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.269,0.3333333333333333,0.4263333333333333,0.7596666666666666,6.333333333333333,10.0,0.3333333333333333
Houston Astros,28-May,SDP,"L,3-10",49,37,3,7,3,0,1,3,10,2,9,1,0,1,0,1,0,1,0.267,0.334,0.426,0.759,13,9,R,D.Lamet(42),0,0,1,39.333333333333336,33.666666666666664,3.3333333333333335,7.0,1.3333333333333333,0.0,1.6666666666666667,3.0,4.666666666666667,0.6666666666666666,6.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.268,0.333,0.426,0.7586666666666666,8.0,9.0,0.3333333333333333
